molecule,beta_rst_converged,br-iters,br-energy,br-s2,reference_converged,reference_nao,candidate_nao,alpha_electrons_reference,alpha_electrons_candidate,beta_electrons_reference,beta_electrons_candidate,alpha_electron_count_error,beta_electron_count_error,occupation_count_match,alpha_fractional_occupations_reference,alpha_fractional_occupations_candidate,beta_fractional_occupations_reference,beta_fractional_occupations_candidate,alpha_subspace_mean_squared_overlap,alpha_subspace_min_squared_overlap,alpha_subspace_rms_sine_angle,beta_subspace_mean_squared_overlap,beta_subspace_min_squared_overlap,beta_subspace_rms_sine_angle,reference_integrated_spin,candidate_integrated_spin,integrated_spin_error,spin_density_cosine_similarity,spin_density_relative_l2_error,spin_density_relative_l1_error,atomic_spin_rmse,atomic_spin_max_abs_error,soscf_energy,soscf_s2,soscf_converged,energy_difference_meh,absolute_energy_difference_meh,spin_square_difference
dsgdb9nsd_004973,True,16,-340.7368636951,0.806589,True,192,200,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.9999922601519544,0.9999434451382428,0.00278205823906,0.9999937560417508,0.9999489772939908,0.0024987913576966,1.0000045363237982,1.0000036205130072,-9.158107909801316e-07,0.9999799097006924,0.0064191852730887,0.0093241024474605,0.0091604658208091,0.0231956363293036,-340.7365101223512,0.806584743021034,True,-0.35357274879288525,0.35357274879288525,4.256978965999636e-06
dsgdb9nsd_006065,True,382,-382.7326272726,0.750243,True,204,212,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.968162678619288,0.0004427764317521,0.1784301582712741,0.9990204840876016,0.9928120706079536,0.0312972189243464,1.000042089395702,0.9999861372093728,-5.595218632936661e-05,0.0004275648624172,10.869625414943458,1.9717294437709825,0.9055184345061088,2.307367580492343,-382.74502247484116,0.7501690965052319,True,12.395202241179959,12.395202241179959,7.390349476810165e-05
dsgdb9nsd_006124,True,159,-346.8921983254,0.750242,True,216,224,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.9988113436242766,0.9623380316446952,0.0344768962600094,0.9999876539676829,0.9999230882132684,0.003513692120445,1.0000828313162438,1.000100402622486,1.7571306242247786e-05,0.9619634951646872,0.3191965458577177,0.2960550523387145,1.277334118564098,3.2416465126602763,-346.8950219009283,0.7501675444124878,True,2.8235755283390063,2.8235755283390063,7.445558751217884e-05
dsgdb9nsd_007000,True,163,-382.7433431736,0.750188,True,204,212,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.9679334554004756,1.3630972575265678e-05,0.1790713394140009,0.9985184405564794,0.9856237581944556,0.038491030689251,0.999945026787047,0.9999795943474976,3.456756045072673e-05,0.0084277236528464,9.695323908275077,2.104232363306366,0.8600176868226377,1.917782938706716,-382.7439922388927,0.7501673095286918,True,0.6490652926913754,0.6490652926913754,2.069047130814905e-05
dsgdb9nsd_007037,True,264,-449.4536401742,0.750173,True,168,176,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.967024985018064,3.628730593530832e-05,0.1815902392253945,0.9994082044913184,0.9955696240094728,0.0243268474875308,0.999995268522292,0.9999731285600618,-2.2139962230105503e-05,-0.0503042607842267,4.64895191706607,2.13875155406896,0.5786225051132593,0.998191012059989,-449.4523386361454,0.750172967865737,True,-1.301538054633511,1.301538054633511,3.213426302828282e-08
dsgdb9nsd_007150,True,281,-419.6907448294,0.750278,True,204,212,33.0,33.0,32.0,32.0,0.0,0.0,True,0,0,0,0,0.9692146871131204,0.0049884117332326,0.1754574389613607,0.9989941116614752,0.992801383558738,0.0317157427553667,0.9999178641849614,0.9999706752009055,5.281101594423188e-05,0.0085779910715026,10.811497140361151,2.054385911761825,0.592279063119076,1.3381308847797972,-419.67762506956154,0.7501596554670087,True,-13.119759838446043,13.119759838446043,0.0001183445329913102
dsgdb9nsd_007961,True,187,-398.7438989933,0.750181,True,198,206,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.9679777670617862,1.5665907569223767e-05,0.1789475703613041,0.9989593117692516,0.9901004027152892,0.032259699793217,0.9999835865370754,0.9999922616044752,8.675067399654957e-06,0.00789240214721,7.907072187358044,1.8862293859366903,0.778335648407497,1.6457079020127887,-398.7441291235095,0.7501682847132116,True,0.2301302095020219,0.2301302095020219,1.2715286788367308e-05
dsgdb9nsd_008720,True,18,-410.1119488704,0.829714,True,144,152,28.0,28.0,27.0,27.0,0.0,0.0,True,0,0,0,0,0.9999949231756856,0.9999770088723564,0.0022531809324604,0.999995001744937,0.9999761092394208,0.002235677763672,1.0000022926750065,1.0000025698079833,2.771329767892184e-07,0.9999715141446331,0.0076915163212173,0.0097636328560243,0.0042213176508634,0.0066002196697704,-410.1106311093151,0.8291074907655975,True,-1.3177610849197663,1.3177610849197663,0.0006065092344024192
dsgdb9nsd_008749,True,21,-412.3718291717,0.752411,True,168,176,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.9999906401518796,0.9999013908783004,0.0030593868863731,0.9999936581733044,0.9999599401511354,0.0025182983730008,0.9999787737968112,0.9999791773548022,4.035579909134057e-07,0.9973944966563274,0.0812678528524715,0.024059456209577,0.0754001220254774,0.1399768195545339,-412.37043187342306,0.7519633180324661,True,-1.3972982769701048,1.3972982769701048,0.00044768196753397493
dsgdb9nsd_008798,True,13,-382.7608413159,0.779899,True,204,212,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.999994028200394,0.9999612263852558,0.002443726581673,0.9999941095000544,0.9999616438518272,0.0024270352172508,1.0000122088596932,1.0000121854435666,-2.3416126593289732e-08,0.999992961227122,0.0037814889296374,0.0031578194562769,0.0086482838129955,0.019489255656039,-382.76024683912453,0.7800367404900648,True,-0.5944767754613167,0.5944767754613167,-0.00013774049006476385
dsgdb9nsd_009597,True,318,-381.5356297044,0.750401,True,192,200,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.9700911681506892,0.0959586666958736,0.1729417007240036,0.9989701375926096,0.9924278918503624,0.0320914693865876,1.000093402795199,1.0000206517804795,-7.27510147193744e-05,0.1280078981056148,8.157114791272887,1.980788428303552,1.2945463062089455,3.42533263069264,-381.53795127671606,0.7502937621934755,True,2.321572316077436,2.321572316077436,0.00010723780652444059
dsgdb9nsd_009744,True,439,-346.8823664515,0.750508,True,216,224,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.998919294429128,0.9659204327552424,0.0328740866165469,0.999981605179784,0.9998528785355176,0.0042889183036954,0.9999463614961918,0.9999565845418265,1.0223045634694117e-05,0.9502777927732744,0.4042254307695647,0.3161750066179807,1.2641685964974438,4.776637075699935,-346.88588113592505,0.7502397650326138,True,3.5146844250562026,3.5146844250562026,0.0002682349673861495
dsgdb9nsd_010245,True,136,-413.5745735024,0.75032,True,180,188,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.9999632424835908,0.999058972320248,0.0060627977377655,0.9999928037300136,0.9999614025976392,0.0026825864359389,1.0000162058088642,1.000019932149626,3.726340761955882e-06,0.994057398618568,0.1092383608477368,0.0557867702086237,0.4820689642213743,1.2977764951932165,-413.57363841649567,0.750334152537647,True,-0.9350859043593118,0.9350859043593118,-1.4152537647027508e-05
dsgdb9nsd_010376,True,21,-375.3334039901,0.750515,True,168,176,29.0,29.0,28.0,28.0,0.0,0.0,True,0,0,0,0,0.9704674373363906,0.1463120381528384,0.1718504078075156,0.9999121402720348,0.9994293512703852,0.0093733520133002,0.9999639547015536,1.0000051519055728,4.119720401918325e-05,0.5419387081861129,0.8407554189954691,0.8210226074162263,0.8941323194307056,2.069991679474743,-375.3248840577842,0.7577326294766529,True,-8.519932315834922,8.519932315834922,-0.0072176294766528315
dsgdb9nsd_010570,True,19,-339.5401387488,0.750179,True,180,188,29.0,29.0,28.0,28.0,0.0,0.0,True,0,0,0,0,0.9992213832766028,0.9777120775302576,0.0279037044744477,0.9999888213738514,0.9999178380769006,0.0033434452513531,0.999922138838462,0.9999144990561836,-7.63978227824591e-06,0.9720205379272908,0.2548520996478379,0.2300286492402778,0.9143448805574388,1.888573580316068,-339.5411430067565,0.7501765295087139,True,1.0042579564810694,1.0042579564810694,2.470491286099552e-06
dsgdb9nsd_010571,True,60,-323.4009938985,0.750628,True,186,194,29.0,29.0,28.0,28.0,0.0,0.0,True,0,0,0,0,0.9995020819852204,0.985849214080458,0.0223140766060306,0.9999898748734716,0.9999184309474656,0.0031820003973431,1.0000118823024793,1.0000038840854109,-7.998217068427849e-06,0.9801945366956086,0.2131877231605276,0.1856529862169599,2.914426338575006,8.919289415319374,-323.40250180866235,0.7505972211344378,True,1.5079101623314273,1.5079101623314273,3.077886556213105e-05
dsgdb9nsd_010793,True,222,-381.5726480274,0.750886,True,192,200,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.96771991346016,7.356432056036043e-06,0.1796665982864928,0.9999843746702778,0.9999320096043608,0.0039528887819039,0.9998755381239298,0.9998943320575768,1.8793933647009983e-05,0.6138158391508083,0.8487368839599694,0.7238769256462413,0.305439345011869,0.534091985939207,-381.58278559739443,0.7506221567803806,True,10.137569994412843,10.137569994412843,0.0002638432196194751
dsgdb9nsd_010796,True,24,-413.6117570719,0.75022,True,180,188,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.9998430294398404,0.9953507297773498,0.0125287892535428,0.9999924634303656,0.9999540531036034,0.0027452813397543,0.9998964568480572,0.9998869372645656,-9.51958349171278e-06,0.9925175819875548,0.1259443870242399,0.1076531626125678,0.3733922450833917,0.7646528048824434,-413.61109036666335,0.7502187328681273,True,-0.6667052366537973,0.6667052366537973,1.2671318726509284e-06
dsgdb9nsd_011101,True,23,-381.5194293547,0.760985,True,192,200,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.9999721214438092,0.9993468054043676,0.005280014790772,0.999992991034004,0.9999537620103084,0.0026474451828044,1.0000027752005924,1.0000084090446075,5.633844015306977e-06,0.9999090816918844,0.0157259286580956,0.0312922316057894,0.0140647359118755,0.0300519939324312,-381.5188113361023,0.7607839568246391,True,-0.6180185976631947,0.6180185976631947,0.00020104317536095984
dsgdb9nsd_012116,True,20,-342.9918000065,0.750212,True,216,224,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.9995806279254518,0.9870180118948466,0.0204785759892681,0.9999848537510564,0.9998938562709416,0.0038918182053552,0.9999131172283652,0.999926923475789,1.380624742386427e-05,0.9886112980911076,0.1663148804723324,0.1599926348607814,1.1591549264949716,4.3687560528324445,-342.9932962996658,0.7501853352458348,True,1.4962931658146772,1.4962931658146772,2.6664754165239835e-05
dsgdb9nsd_012301,True,13,-413.5080079917,0.782852,True,180,188,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.9999773761736966,0.9994597854645156,0.0047564510197355,0.9999941570298296,0.9999636941677156,0.0024172236491954,1.0000063083716737,1.0000065349159095,2.265442358151404e-07,0.9999614617834572,0.0089523752070457,0.0139349348364974,0.0039439523522576,0.0115888942462333,-413.50686106471176,0.7828411072121497,True,-1.1469269882695698,1.1469269882695698,1.0892787850269592e-05
dsgdb9nsd_012696,True,19,-378.9338613271,0.750213,True,204,212,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.9687212007053494,0.0001984181789042,0.1768581332442775,0.9999612648386343,0.9997996040804644,0.0062237578170838,0.9999298645804208,0.9999246619730888,-5.202607332055464e-06,0.4707995155903803,1.1523504880926072,1.1003710528845752,0.6206739476966527,1.0709248404861005,-378.92132207705987,0.7501822053960225,True,-12.539250040106253,12.539250040106253,3.0794603977479795e-05
dsgdb9nsd_014632,True,186,-454.4031945945,0.75019,True,180,188,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.9684129710631342,0.0017782571799462,0.1777274006361028,0.999431412008657,0.9961602832838536,0.0238450831691357,0.999950873080492,1.0000461953066253,9.532222613317654e-05,0.0422579669848809,4.8079453856193775,1.7929526838739704,0.7683340705691417,1.5104571679432208,-454.4017174335173,0.7501865308935187,True,-1.4771609826880194,1.4771609826880194,3.4691064813019423e-06
dsgdb9nsd_014640,True,21,-308.6350828171,0.750189,True,204,212,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.9997786873716366,0.9934776534912516,0.014876579861092,0.9999959495736204,0.9999760241069966,0.0020125671118519,1.0001840289136454,1.00019384997984,9.821066194515282e-06,0.9844689237054882,0.1773084395740861,0.1347374015758053,1.671829924951935,3.789388328530794,-308.63573641184604,0.750158113230615,True,0.6535947460406533,0.6535947460406533,3.0886769385007895e-05
dsgdb9nsd_014824,True,25,-381.5349787685,0.750234,True,192,200,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.9997057043382612,0.9911386379701024,0.0171550477043536,0.9999906832916636,0.9999464923470814,0.0030523283467507,0.9998391126500163,0.9998337302886028,-5.382361413563963e-06,0.9945060883788744,0.1175256682999028,0.1194573333543593,0.6324070409749313,1.9642447380103136,-381.5352780288793,0.7502212037998319,True,0.299260379279076,0.299260379279076,1.2796200168030403e-05
dsgdb9nsd_016380,True,17,-416.170517539,0.7825,True,168,176,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.9999856426822654,0.999774446812156,0.0037891051363852,0.9999902489085034,0.9999068157355036,0.0031226737736338,1.000005001553815,1.0000052326045603,2.3105074542506546e-07,0.9999879810505256,0.0051914783004929,0.0069386322323534,0.0157542718394865,0.0488272214100841,-416.16958482755444,0.7823606642897296,True,-0.9327114455572882,0.9327114455572882,0.00013933571027036074
dsgdb9nsd_017960,True,112,-309.867419675,0.750756,True,216,224,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.9991966217222996,0.975502454984146,0.028343928409807,0.9999844341005014,0.999860227107134,0.0039453643049238,1.00013021456645,1.0001158559594172,-1.4358607032693982e-05,0.91950451178816,0.4496090208140089,0.3093701527211823,0.5788107874480926,1.532979123131953,-309.8676200324458,0.7502758097196462,True,0.20035744580582104,0.20035744580582104,0.0004801902803537317
dsgdb9nsd_018093,True,126,-308.7112434428,0.750323,True,204,212,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.9997646250398772,0.9932874575759404,0.0153419346929577,0.9999884475651084,0.9999308421474836,0.0033988873019706,0.9998764760636476,0.9998422413894744,-3.42346741731836e-05,0.9584388659727632,0.3100410005382171,0.1607140639190601,0.502504737051922,0.983751954581158,-308.71167869220784,0.7502291547837956,True,0.43524940781480836,0.43524940781480836,9.384521620436903e-05
dsgdb9nsd_018803,True,223,-380.2726389248,0.750177,True,180,188,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.966239622378168,0.0009824823384487,0.1837399728470424,0.999377157686179,0.9941946054306808,0.0249568089671124,0.9999578299761556,0.9999947493164906,3.691934033511757e-05,0.0261883998698453,6.81042461155129,1.878397665052716,0.8174801664125976,1.3300959405275157,-380.2718775406869,0.7501681103494313,True,-0.7613841131046684,0.7613841131046684,8.889650568666418e-06
dsgdb9nsd_019083,True,4204,-309.8427880997,0.750148,True,216,224,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.9768521448082224,0.2869107368084849,0.1521441921066253,0.9998327970494664,0.9988859632477548,0.0129306979909642,0.9998838823698608,1.0000823122706306,0.0001984299007696,0.181869952359311,1.6607400891638506,1.436143388577172,0.7473928425957789,1.4339622095571447,-309.8458975297233,0.7501094676466309,True,3.1094300233007743,3.1094300233007743,3.853235336914729e-05
dsgdb9nsd_019118,True,20,-339.3235830098,0.750123,True,180,188,29.0,29.0,28.0,28.0,0.0,0.0,True,0,0,0,0,0.9655045468965764,0.0003772175650284,0.1857295159726193,0.999977173524029,0.99982561544721,0.004777706141116,0.9998580179441736,0.9999460773189168,8.80593747430991e-05,0.5265396810457397,1.0656508352892915,1.0202400186591083,0.4680026791711266,0.9845466673189858,-339.3091742628051,0.7501346345751045,True,-14.408746994945432,14.408746994945432,-1.1634575104557676e-05
dsgdb9nsd_019781,True,199,-376.4724173753,0.750155,True,180,188,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.9684798230407804,0.0761463142535682,0.1775392265366153,0.9989775105400696,0.9930802473198076,0.0319763891008741,0.999832375192072,1.0000185418968326,0.0001861667047604,0.0121990910247053,8.186689580060065,1.9131389834862005,0.8436987152399001,1.6514730921842864,-376.47188636154556,0.7501552616267517,True,-0.5310137544256577,0.5310137544256577,-2.6162675170748884e-07
dsgdb9nsd_020123,True,19,-382.6424051638,0.750175,True,204,212,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.9992590348150348,0.9766812853294548,0.0272206756889912,0.9999867497055274,0.9999175067134722,0.0036400953933587,0.9999485037940312,0.9999693038197875,2.080002575644002e-05,0.9818375862302118,0.2031092971580355,0.2145849240794528,0.7489379298475303,2.1685420112833,-382.64359767165814,0.7501496269245465,True,1.1925078581498383,1.1925078581498383,2.5373075453583027e-05
dsgdb9nsd_021049,True,299,-429.5104029738,0.750719,True,174,182,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.9671947669903014,0.0046906328707717,0.1811221494177301,0.9991309219712524,0.9932060653013924,0.0294801293882445,0.9999452607608104,0.9999976672692844,5.240650847404549e-05,0.0634272176954488,8.162340838278851,1.8638532327598047,1.0331412688531303,3.1757154012771007,-429.5096085776854,0.75019632709947,True,-0.7943961145997491,0.7943961145997491,0.0005226729005299857
dsgdb9nsd_021383,True,15,-371.461825934,0.918228,True,168,176,29.0,29.0,28.0,28.0,0.0,0.0,True,0,0,0,0,0.9999885837427426,0.9999240680614092,0.0033787952375708,0.9999904821085562,0.9999253202217994,0.0030851080116823,1.000010077038564,1.0000092749328648,-8.021056991935893e-07,0.9999900390803658,0.0045508901103472,0.0067131964788645,0.0194641436967336,0.032127720414112,-371.46119764967847,0.9182615296092713,True,-0.6282843215217326,0.6282843215217326,-3.3529609271276684e-05
dsgdb9nsd_021755,True,15,-411.0834330866,0.924097,True,156,164,29.0,29.0,28.0,28.0,0.0,0.0,True,0,0,0,0,0.999989436365385,0.9999069044094128,0.0032501745514729,0.9999900976224324,0.9999104214878072,0.0031468043421252,1.0000045836419749,1.000004149607822,-4.340341528408233e-07,0.9999923320336792,0.0039771374423842,0.0036338467381251,0.0016599968138571,0.0029115845606388,-411.08259079655033,0.9241227588257459,True,-0.8422900496611874,0.8422900496611874,-2.5758825745958447e-05
dsgdb9nsd_021763,True,16,-443.0665881332,1.013775,True,144,152,29.0,29.0,28.0,28.0,0.0,0.0,True,0,0,0,0,0.9999920573675876,0.9999437738322964,0.0028182676261238,0.9999926657679749,0.9999421527984572,0.0027081787284501,1.000000838304893,1.000000306689362,-5.316155309298409e-07,0.9999925467951984,0.0039047549932165,0.0035385932846794,0.0016813723702724,0.0022791747821232,-443.06499398053296,1.0137446755083488,True,-1.5941526670530948,1.5941526670530948,3.0324491651301244e-05
dsgdb9nsd_021781,True,20,-483.9450075791,0.773486,True,144,152,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.9999915380079408,0.9999391438947386,0.0029089503363123,0.9999915672433028,0.9999380202359396,0.0029039209178675,1.0000092131072804,1.0000091968734872,-1.6233793198594526e-08,0.9999841087660208,0.0057545009745995,0.0060597245556963,0.0019348570905464,0.0037292059625166,-483.94320510584214,0.7734146878256354,True,-1.8024732578396652,1.8024732578396652,7.131217436462389e-05
dsgdb9nsd_022359,True,153,-473.5336560885,0.756526,True,216,225,36.0,36.0,35.0,35.0,0.0,0.0,True,0,0,0,0,0.9998973327718232,0.996905789866586,0.0101324838108386,0.9999815518396906,0.9996803309342086,0.0042951321643748,1.0000497278601208,1.0000641825290155,1.4454668894714471e-05,0.9829998822560356,0.3642001732882746,0.1347436071035991,0.5163000092846809,1.5484442190396386,-473.53296241389245,0.7553838691865877,True,-0.6936746075325573,0.6936746075325573,0.001142130813412301
dsgdb9nsd_023715,True,15,-428.3652275964,0.826899,True,168,176,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.9999891969819428,0.9999257310333766,0.0032867944957652,0.9999896499775563,0.9999257667460948,0.0032171450765589,0.9999827903571338,0.999981142606952,-1.6477501818545903e-06,0.9999756129064892,0.0070253692113536,0.0024579330608694,0.0121160959970821,0.0265114584860128,-428.3630926554867,0.8268846368943201,True,-2.1349409133222252,2.1349409133222252,1.4363105679926491e-05
dsgdb9nsd_023762,True,17,-460.387252356,0.798892,True,156,164,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.9999906802650296,0.999920835616961,0.0030528240975377,0.999991538404126,0.9999211352995776,0.0029088822378444,1.0000009013807232,0.9999999252324792,-9.76148243903019e-07,0.9999651794070752,0.0084154535143535,0.0120781466072022,0.004032249721987,0.0079287571711663,-460.3847112195495,0.798866695627872,True,-2.5411364504748235,2.5411364504748235,2.5304372127998853e-05
dsgdb9nsd_024840,True,29,-434.2484233171,0.925692,True,192,201,33.0,33.0,32.0,32.0,0.0,0.0,True,0,0,0,0,0.9999888623090928,0.9998781823822556,0.0033373179212037,0.999988812509848,0.9998700782196516,0.0033447705679358,0.999996883101002,0.9999966392558288,-2.4384517305353626e-07,0.9999785355091412,0.0065528322032547,0.0048750157143089,0.040179574730185,0.0840336061763622,-434.2478770360569,0.9267671901402466,True,-0.5462810431140497,0.5462810431140497,-0.0010751901402465958
dsgdb9nsd_024870,True,19,-503.3700808998,0.750336,True,180,189,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.969746901293822,7.866655909500607e-09,0.1739341792350718,0.9990990118945522,0.99088052108098,0.0300164639064601,0.9999999129458288,0.9999607607901828,-3.915215564609387e-05,-0.0255669449560104,1.006241871286389,1.6228179403417022,0.4717777175206983,0.838647030757709,-503.3269843406848,0.7777030375900438,True,-43.0965591151562,43.0965591151562,-0.027367037590043775
dsgdb9nsd_025376,True,21,-434.2861495477,0.916008,True,192,201,33.0,33.0,32.0,32.0,0.0,0.0,True,0,0,0,0,0.9999930963677964,0.9999393892693916,0.0026274763945312,0.9999934249545074,0.999935807702972,0.0025641851517709,1.0000036760572144,1.0000037937796615,1.1772244712382478e-07,0.9999371214470012,0.0112472396982237,0.0147469977195803,0.0106485943835571,0.0277959860386031,-434.2854597150558,0.9159288076995828,True,-0.6898326441842073,0.6898326441842073,7.919230041719683e-05
dsgdb9nsd_025434,True,71,-454.07981733,1.109048,True,186,195,33.0,33.0,32.0,32.0,0.0,0.0,True,0,0,0,0,0.985121722690964,0.559172903732887,0.1219765440936748,0.996876653594873,0.919852429384244,0.0558869072782438,0.9999982001973856,1.0000207082669368,2.250806955106377e-05,0.5352207420980919,1.329378256915793,1.557336016191564,0.3718424201679446,0.8355752491378063,-454.05903116690826,0.8345426484573935,True,-20.786163091770504,20.786163091770504,0.2745053515426066
dsgdb9nsd_028922,True,387,-431.6031016208,1.110744,True,204,213,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.9695942704719648,0.0052305602205661,0.1743723875160144,0.9979445148296784,0.9509417059448032,0.045337458798674,0.9999912050432948,1.0000131345172638,2.1929473969062308e-05,0.3228146957892538,1.1700650483846808,0.7880218093782587,0.7414940898862898,1.9768844604793647,-431.6160027857135,1.1316612874118164,True,12.901164913500907,12.901164913500907,-0.02091728741181642
dsgdb9nsd_033439,True,30,-393.3141526595,0.750211,True,192,201,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.9722529850924038,0.1142436912265564,0.1665743524904005,0.9999306872642194,0.999576036447749,0.0083254270629518,0.999899486539012,0.999903919576312,4.433037299800269e-06,0.5020087221368086,0.86889286517446,0.8313016810864002,0.680287364297718,1.7924025010537286,-393.3068814832775,0.7540563594331324,True,-7.271176222502618,7.271176222502618,-0.003845359433132467
dsgdb9nsd_034476,True,18,-377.4620434883,0.839011,True,198,207,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.99999136172156,0.999936713269572,0.0029390948334617,0.9999916925717364,0.99993111935255,0.0028822609638379,0.9999991061410318,0.9999978466332864,-1.2595077455435089e-06,0.9999813270770864,0.0061140558905111,0.0035512674564601,0.0656744189836716,0.1267908809706475,-377.46122483277173,0.839260653056499,True,-0.8186555282918562,0.8186555282918562,-0.000249653056499044
dsgdb9nsd_034670,True,19,-344.0575574992,0.750234,True,198,207,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.9997028088276376,0.9910316063662442,0.0172392335201598,0.9999913938101505,0.9999383168450702,0.0029336308305229,1.000037363282528,1.0000416939755723,4.330693044396483e-06,0.9910313781206834,0.1782553367259671,0.1438503081364808,0.9938005680341808,1.716218636737155,-344.05838859206074,0.7502106795008601,True,0.8310928607215828,0.8310928607215828,2.3320499139889428e-05
dsgdb9nsd_034673,True,20,-392.2423331376,0.750504,True,180,189,31.0,31.0,30.0,30.0,0.0,0.0,True,0,0,0,0,0.999967110312478,0.9992384407820688,0.0057349531403686,0.9999906382610608,0.999950342534008,0.0030596958899947,1.0000448715350676,1.0000484581314613,3.5865963936565493e-06,0.99842296026427,0.0609470494397304,0.0456480728579343,0.2485528463665745,0.383050741041494,-392.2413660579434,0.7504970750110758,True,-0.9670796565615092,0.9670796565615092,6.924988924184028e-06
dsgdb9nsd_039558,True,72,-346.5460319923,0.750339,True,222,231,33.0,33.0,32.0,32.0,0.0,0.0,True,0,0,0,0,0.9696768853570172,2.2322086521205914e-05,0.1741353342747607,0.9999576746738114,0.9995694529910144,0.0065057917418754,0.9998062669102132,0.999810160014169,3.893103955876498e-06,0.552780278578818,0.8542619548538805,0.921951526812209,0.6344138069432748,1.2237034749062448,-346.5383392480557,0.7505937546931278,True,-7.692744244309324,7.692744244309324,-0.0002547546931278566
dsgdb9nsd_039577,True,111,-383.5722631363,0.750832,True,222,231,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.9998987234263156,0.996885540302375,0.0100636262691022,0.999989453237434,0.9999007978841172,0.0032475779537804,0.999956739558434,0.9999608149772128,4.075418778670681e-06,0.9483641196221838,0.3561070863954991,0.1273227486164273,0.33452637447762,0.7800022346112925,-383.57227967309746,0.7502605623388163,True,0.01653679743185421,0.01653679743185421,0.0005714376611837269
dsgdb9nsd_039613,True,211,-347.7157934012,0.751573,True,234,243,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.9865646501169126,0.5462212635330044,0.115910956699906,0.999742451858182,0.9959017112149968,0.0160483065093411,0.99991292698621,0.9999790410766782,6.61140904681945e-05,0.0833930281646614,1.2805784429429918,1.2773822686341396,0.5802080813178407,1.080296061636413,-347.7158222556356,0.7514565636537824,True,0.028854435583980376,0.028854435583980376,0.00011643634621760768
dsgdb9nsd_042072,True,402,-452.5458339514,0.750204,True,210,219,35.0,35.0,34.0,34.0,0.0,0.0,True,0,0,0,0,0.9710925353217734,0.0119030027138393,0.1700219535184395,0.9989476477471192,0.9925859506658804,0.0324399792367517,0.9999157528534108,1.000013972465927,9.821961251599288e-05,0.0345164035270742,7.335653219958854,2.055872769508067,0.7688834413391525,2.2072378379370794,-452.544425792073,0.7502019509711175,True,-1.4081593270134363,1.4081593270134363,2.04902888245595e-06
dsgdb9nsd_043494,True,18,-435.4648265032,0.750201,True,204,213,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.97056986947445,4.288888079205481e-06,0.1715521218917158,0.9999772609583544,0.9998863946475596,0.004768547121049,0.9999197236958556,0.9996905060030272,-0.0002292176928282,0.6135027147167309,0.952341749672314,0.9030789386507516,0.5810816540602702,1.1313831628372424,-435.4430382764823,0.7501589826005031,True,-21.788226717717407,21.788226717717407,4.201739949694083e-05
