molecule,dalpha,dbeta
dsgdb9nsd_067762,0.5,1.7
dsgdb9nsd_067762,0.7,0.6
dsgdb9nsd_067762,0.7,1.6
dsgdb9nsd_067762,0.5,1.7
dsgdb9nsd_002055,0.0,1.2
dsgdb9nsd_002055,0.0,1.6
dsgdb9nsd_002055,0.0,1.2
dsgdb9nsd_002055,0.0,1.1
dsgdb9nsd_002055,0.0,1.1
dsgdb9nsd_002055,0.0,1.1
dsgdb9nsd_002055,0.0,1.1
dsgdb9nsd_002055,0.0,1.5
dsgdb9nsd_002055,0.0,1.2
dsgdb9nsd_018742,1.2,0.7
dsgdb9nsd_018742,1.5,0.0
dsgdb9nsd_018742,1.2,0.4
dsgdb9nsd_018742,0.9,0.1
dsgdb9nsd_018742,1.2,0.9
dsgdb9nsd_018742,1.2,0.0
dsgdb9nsd_018742,1.2,0.0
dsgdb9nsd_018742,0.8,1.9
dsgdb9nsd_018742,1.2,0.8
dsgdb9nsd_018742,1.2,1.4
dsgdb9nsd_018742,1.1,1.9
dsgdb9nsd_018742,1.6,1.9
dsgdb9nsd_018742,1.3,0.0
dsgdb9nsd_018742,1.3,0.2
dsgdb9nsd_011347,0.0,0.9
dsgdb9nsd_011347,0.0,1.2
dsgdb9nsd_011347,0.0,0.9
dsgdb9nsd_011347,0.0,0.9
dsgdb9nsd_011347,0.0,0.9
dsgdb9nsd_001285,1.2,0.4
dsgdb9nsd_001285,1.2,1.9
dsgdb9nsd_001285,1.2,0.0
dsgdb9nsd_001285,1.1,0.6
dsgdb9nsd_001285,1.2,1.9
dsgdb9nsd_001285,1.2,1.9
dsgdb9nsd_001285,1.2,1.4
dsgdb9nsd_001285,1.2,1.9
dsgdb9nsd_001285,1.2,1.9
dsgdb9nsd_001285,1.2,1.9
dsgdb9nsd_001285,1.1,0.6
dsgdb9nsd_001285,1.2,1.9
dsgdb9nsd_001285,1.4,1.9
dsgdb9nsd_001285,1.2,0.8
dsgdb9nsd_001285,1.2,1.0
dsgdb9nsd_001285,1.2,2.0
dsgdb9nsd_037999,0.0,1.2
dsgdb9nsd_002192,0.0,0.8
dsgdb9nsd_002192,0.0,0.7
dsgdb9nsd_002192,0.0,0.7
dsgdb9nsd_002192,0.0,0.7
dsgdb9nsd_002192,0.0,1.1
dsgdb9nsd_002192,0.0,0.8
dsgdb9nsd_002192,0.0,1.2
dsgdb9nsd_002192,0.0,1.1
dsgdb9nsd_002192,0.0,1.1
dsgdb9nsd_002192,0.0,0.7
dsgdb9nsd_002192,0.0,0.7
dsgdb9nsd_002192,0.0,0.7
dsgdb9nsd_002192,0.0,1.1
dsgdb9nsd_001921,0.7,1.0
dsgdb9nsd_001921,0.7,1.0
dsgdb9nsd_001921,0.7,1.0
dsgdb9nsd_006953,0.0,1.1
dsgdb9nsd_006953,0.0,1.1
dsgdb9nsd_006953,0.0,1.1
dsgdb9nsd_006953,0.0,1.1
dsgdb9nsd_006953,0.0,1.1
dsgdb9nsd_006953,0.0,1.1
dsgdb9nsd_024683,0.5,1.5
dsgdb9nsd_024683,0.5,1.5
dsgdb9nsd_024683,0.5,1.5
dsgdb9nsd_020336,0.1,1.9
dsgdb9nsd_020336,0.1,1.9
dsgdb9nsd_103263,0.0,1.6
dsgdb9nsd_103263,0.0,1.9
dsgdb9nsd_103263,0.0,1.9
dsgdb9nsd_028922,0.4,1.1
dsgdb9nsd_028922,0.4,1.1
dsgdb9nsd_028922,0.4,1.1
dsgdb9nsd_028922,0.4,1.1
dsgdb9nsd_028922,0.4,1.1
dsgdb9nsd_024203,0.0,1.2
dsgdb9nsd_024203,0.0,1.2
dsgdb9nsd_024203,0.0,1.2
dsgdb9nsd_003953,1.0,0.6
dsgdb9nsd_003953,1.0,0.6
dsgdb9nsd_003953,1.6,0.6
dsgdb9nsd_003953,1.0,0.7
dsgdb9nsd_003953,1.6,0.6
dsgdb9nsd_003953,1.0,0.9
dsgdb9nsd_003953,1.6,0.6
dsgdb9nsd_003953,1.0,0.6
dsgdb9nsd_003953,1.0,0.6
dsgdb9nsd_003953,1.0,0.6
dsgdb9nsd_003953,1.0,0.6
dsgdb9nsd_002523,0.0,1.7
dsgdb9nsd_002523,0.0,1.7
dsgdb9nsd_002523,0.0,1.6
dsgdb9nsd_002523,0.0,1.7
dsgdb9nsd_002523,0.0,1.7
dsgdb9nsd_002523,0.0,1.7
dsgdb9nsd_002523,0.0,1.7
dsgdb9nsd_002523,0.0,1.7
dsgdb9nsd_000409,2.0,0.2
dsgdb9nsd_000409,2.0,0.4
dsgdb9nsd_000409,1.5,1.9
dsgdb9nsd_000409,1.0,0.9
dsgdb9nsd_000409,1.2,1.7
dsgdb9nsd_000409,1.3,0.2
dsgdb9nsd_000409,1.2,0.2
dsgdb9nsd_000409,1.2,0.4
dsgdb9nsd_000409,1.1,0.6
dsgdb9nsd_000409,0.1,1.9
dsgdb9nsd_000409,1.6,1.9
dsgdb9nsd_000409,1.7,0.8
dsgdb9nsd_000409,1.2,1.9
dsgdb9nsd_000409,0.5,1.7
dsgdb9nsd_000409,1.8,1.2
dsgdb9nsd_000409,1.8,0.2
dsgdb9nsd_000409,1.2,1.4
dsgdb9nsd_000409,0.0,1.6
dsgdb9nsd_000409,0.7,1.6
dsgdb9nsd_000409,1.2,0.2
dsgdb9nsd_000409,1.8,1.9
dsgdb9nsd_000409,1.2,2.0
dsgdb9nsd_000409,0.5,1.9
dsgdb9nsd_000409,0.4,1.8
dsgdb9nsd_000409,1.2,1.3
dsgdb9nsd_000409,0.0,1.1
dsgdb9nsd_000409,1.9,1.9
dsgdb9nsd_000409,1.2,0.2
dsgdb9nsd_000409,0.3,0.0
dsgdb9nsd_000409,0.8,0.3
dsgdb9nsd_000409,1.6,0.6
dsgdb9nsd_000409,0.2,0.0
dsgdb9nsd_000409,1.2,1.9
dsgdb9nsd_000409,1.1,1.9
dsgdb9nsd_000409,0.6,0.5
dsgdb9nsd_000409,0.4,0.2
dsgdb9nsd_000409,1.4,1.9
dsgdb9nsd_000409,1.2,1.9
dsgdb9nsd_000409,1.2,1.0
dsgdb9nsd_000409,1.2,1.9
dsgdb9nsd_000409,1.2,1.9
dsgdb9nsd_000409,1.9,1.5
dsgdb9nsd_000409,1.2,1.9
dsgdb9nsd_000409,0.9,0.1
dsgdb9nsd_000409,1.2,1.9
dsgdb9nsd_000409,0.2,0.7
dsgdb9nsd_000409,1.2,1.1
dsgdb9nsd_000409,1.7,1.9
dsgdb9nsd_000409,1.2,0.2
dsgdb9nsd_000409,0.2,0.0
dsgdb9nsd_017960,0.0,1.2
dsgdb9nsd_017960,0.0,1.1
dsgdb9nsd_017960,0.0,0.5
dsgdb9nsd_017960,0.0,0.5
dsgdb9nsd_017960,0.0,0.5
dsgdb9nsd_017960,0.0,0.5
dsgdb9nsd_017960,0.0,1.1
dsgdb9nsd_017960,0.0,0.5
dsgdb9nsd_017960,0.0,1.1
dsgdb9nsd_017960,0.0,0.5
dsgdb9nsd_077912,0.0,1.1
dsgdb9nsd_077912,0.0,1.1
dsgdb9nsd_077912,0.0,1.1
dsgdb9nsd_077912,0.0,1.8
dsgdb9nsd_077912,0.0,0.5
dsgdb9nsd_077912,0.0,1.1
dsgdb9nsd_077912,0.0,1.1
dsgdb9nsd_002209,0.0,1.7
dsgdb9nsd_002209,0.0,1.7
dsgdb9nsd_002209,0.0,1.7
dsgdb9nsd_002209,0.0,1.7
dsgdb9nsd_002209,0.0,1.7
dsgdb9nsd_002209,0.0,1.7
dsgdb9nsd_002209,0.0,1.7
dsgdb9nsd_114954,0.1,1.4
dsgdb9nsd_114954,0.1,0.8
dsgdb9nsd_114954,0.1,0.8
dsgdb9nsd_114954,0.1,0.8
dsgdb9nsd_114954,0.1,1.4
dsgdb9nsd_114954,0.1,1.1
dsgdb9nsd_114954,0.1,1.6
dsgdb9nsd_114954,0.1,1.3
dsgdb9nsd_003008,1.0,0.1
dsgdb9nsd_003008,1.0,1.7
dsgdb9nsd_003008,1.1,0.7
dsgdb9nsd_003008,1.0,1.7
dsgdb9nsd_003008,1.1,0.7
dsgdb9nsd_003008,1.1,0.7
dsgdb9nsd_003008,1.0,1.7
dsgdb9nsd_003008,1.0,0.7
dsgdb9nsd_003008,1.1,0.7
dsgdb9nsd_076271,0.1,1.9
dsgdb9nsd_076271,0.0,1.9
dsgdb9nsd_076271,0.1,1.9
dsgdb9nsd_076271,0.1,1.9
dsgdb9nsd_076271,0.1,1.9
dsgdb9nsd_000308,0.0,1.8
dsgdb9nsd_003735,1.3,0.2
dsgdb9nsd_003735,1.2,0.2
dsgdb9nsd_003735,1.2,1.3
dsgdb9nsd_003735,1.2,1.3
dsgdb9nsd_003735,0.6,1.3
dsgdb9nsd_003735,1.2,0.7
dsgdb9nsd_003735,1.2,1.3
dsgdb9nsd_003735,1.2,1.1
dsgdb9nsd_003735,1.2,0.2
dsgdb9nsd_003735,1.2,0.2
dsgdb9nsd_003735,0.7,1.0
dsgdb9nsd_003735,1.0,1.1
dsgdb9nsd_003735,1.2,1.9
dsgdb9nsd_003735,1.2,1.1
dsgdb9nsd_003735,1.2,0.2
dsgdb9nsd_003735,1.2,0.0
dsgdb9nsd_003735,1.2,1.3
dsgdb9nsd_012389,0.0,1.3
dsgdb9nsd_012389,0.0,1.7
dsgdb9nsd_012389,0.0,1.3
dsgdb9nsd_012389,0.0,1.7
dsgdb9nsd_012389,0.0,1.3
dsgdb9nsd_012389,0.0,1.7
dsgdb9nsd_012389,0.0,1.7
dsgdb9nsd_012389,0.0,1.3
dsgdb9nsd_002160,0.0,1.0
dsgdb9nsd_002160,0.1,1.2
dsgdb9nsd_002160,0.0,0.9
dsgdb9nsd_002160,0.0,1.1
dsgdb9nsd_002160,0.0,1.2
dsgdb9nsd_002160,0.0,1.2
dsgdb9nsd_002160,0.0,1.2
dsgdb9nsd_002160,0.0,1.1
dsgdb9nsd_002160,0.0,1.2
dsgdb9nsd_002160,0.0,1.2
dsgdb9nsd_002160,0.0,1.2
dsgdb9nsd_002160,0.0,1.2
dsgdb9nsd_004116,0.9,0.5
dsgdb9nsd_004116,0.9,0.5
dsgdb9nsd_004116,0.9,0.5
dsgdb9nsd_004116,0.9,0.5
dsgdb9nsd_004116,0.9,0.5
dsgdb9nsd_074772,0.5,1.7
dsgdb9nsd_074772,0.5,1.6
dsgdb9nsd_074772,0.5,1.7
dsgdb9nsd_074772,0.5,1.6
dsgdb9nsd_074772,0.5,1.6
dsgdb9nsd_074772,0.5,1.7
dsgdb9nsd_074772,0.5,1.6
dsgdb9nsd_003650,0.0,1.5
dsgdb9nsd_011816,0.0,1.9
dsgdb9nsd_011816,0.0,1.9
dsgdb9nsd_011816,0.0,1.8
dsgdb9nsd_011816,0.0,1.9
dsgdb9nsd_011816,0.0,1.8
dsgdb9nsd_011816,0.0,1.8
dsgdb9nsd_106593,0.0,0.1
dsgdb9nsd_009349,0.7,0.4
dsgdb9nsd_009349,0.6,1.6
dsgdb9nsd_009349,0.6,1.6
dsgdb9nsd_009349,0.6,1.4
dsgdb9nsd_009349,0.6,1.6
dsgdb9nsd_009349,0.6,0.6
dsgdb9nsd_013105,0.0,1.2
dsgdb9nsd_013105,0.0,1.2
dsgdb9nsd_013105,0.0,1.1
dsgdb9nsd_013105,0.0,1.2
dsgdb9nsd_013105,0.0,1.2
dsgdb9nsd_013105,0.0,1.1
dsgdb9nsd_117620,0.2,1.8
dsgdb9nsd_117620,0.2,1.8
dsgdb9nsd_117620,0.2,2.0
dsgdb9nsd_117620,0.2,2.0
dsgdb9nsd_117620,0.1,1.9
dsgdb9nsd_117620,0.2,2.0
dsgdb9nsd_117620,0.1,1.9
dsgdb9nsd_021160,0.4,1.7
dsgdb9nsd_021160,0.4,1.7
dsgdb9nsd_021160,0.4,1.7
dsgdb9nsd_021160,0.5,1.7
dsgdb9nsd_021160,0.4,1.6
dsgdb9nsd_021160,0.4,1.7
dsgdb9nsd_021160,0.4,1.7
dsgdb9nsd_021160,0.4,1.7
dsgdb9nsd_021160,0.4,1.6
dsgdb9nsd_021160,0.5,1.7
dsgdb9nsd_021160,0.4,1.7
dsgdb9nsd_000306,0.0,1.8
dsgdb9nsd_000306,0.0,1.8
dsgdb9nsd_000306,0.0,1.8
dsgdb9nsd_000306,0.0,1.8
dsgdb9nsd_000306,0.0,1.8
dsgdb9nsd_000306,0.0,1.8
dsgdb9nsd_000306,0.0,2.0
dsgdb9nsd_000306,0.0,1.8
dsgdb9nsd_013471,0.0,0.3
dsgdb9nsd_013471,0.0,0.3
dsgdb9nsd_013471,0.0,0.4
dsgdb9nsd_013471,0.0,0.3
dsgdb9nsd_013471,0.0,0.3
dsgdb9nsd_013471,0.0,0.5
dsgdb9nsd_013471,0.0,0.3
dsgdb9nsd_003152,0.0,1.9
dsgdb9nsd_003152,0.0,1.9
dsgdb9nsd_003152,0.0,1.9
dsgdb9nsd_003152,0.0,1.8
dsgdb9nsd_003152,0.0,1.9
dsgdb9nsd_003152,0.0,1.9
dsgdb9nsd_017638,0.0,1.7
dsgdb9nsd_020933,0.0,1.1
dsgdb9nsd_020933,0.0,1.1
dsgdb9nsd_020933,0.0,1.2
dsgdb9nsd_020933,0.0,1.3
dsgdb9nsd_020933,0.0,1.2
dsgdb9nsd_011554,1.2,0.7
dsgdb9nsd_011554,1.2,1.9
dsgdb9nsd_011554,1.5,1.4
dsgdb9nsd_011554,0.9,1.9
dsgdb9nsd_011554,1.1,1.9
dsgdb9nsd_011554,1.2,0.9
dsgdb9nsd_011554,1.2,1.1
dsgdb9nsd_011554,1.7,2.0
dsgdb9nsd_011554,1.1,0.6
dsgdb9nsd_011554,1.4,1.9
dsgdb9nsd_011554,1.2,1.9
dsgdb9nsd_011554,1.2,1.9
dsgdb9nsd_011554,1.2,0.4
dsgdb9nsd_093263,0.0,1.1
dsgdb9nsd_093263,0.0,1.1
dsgdb9nsd_093263,0.0,1.2
dsgdb9nsd_093263,0.0,0.9
dsgdb9nsd_093263,0.0,1.1
dsgdb9nsd_093263,0.0,1.1
dsgdb9nsd_093263,0.0,1.1
dsgdb9nsd_041931,0.0,1.1
dsgdb9nsd_041931,0.3,1.7
dsgdb9nsd_041931,1.4,0.8
dsgdb9nsd_041931,0.2,1.1
dsgdb9nsd_041931,1.2,1.5
dsgdb9nsd_041931,0.5,1.7
dsgdb9nsd_041931,0.7,0.0
dsgdb9nsd_041931,1.3,0.1
dsgdb9nsd_041931,1.1,1.1
dsgdb9nsd_041931,0.2,0.7
dsgdb9nsd_041931,1.6,0.6
dsgdb9nsd_041931,0.6,0.0
dsgdb9nsd_041931,0.0,1.1
dsgdb9nsd_041931,0.3,0.0
dsgdb9nsd_041931,1.3,0.2
dsgdb9nsd_041931,0.5,0.5
dsgdb9nsd_041931,1.9,2.0
dsgdb9nsd_041931,0.2,0.0
dsgdb9nsd_041931,0.3,0.2
dsgdb9nsd_041931,0.3,1.8
dsgdb9nsd_041931,1.5,1.4
dsgdb9nsd_041931,0.5,1.3
dsgdb9nsd_041931,0.4,0.3
dsgdb9nsd_041931,1.8,0.9
dsgdb9nsd_041931,1.5,1.7
dsgdb9nsd_041931,0.2,0.0
dsgdb9nsd_041931,0.8,1.1
dsgdb9nsd_041931,0.3,0.0
dsgdb9nsd_041931,0.7,1.7
dsgdb9nsd_042597,0.0,1.2
dsgdb9nsd_042597,0.0,1.2
dsgdb9nsd_042597,0.0,1.8
dsgdb9nsd_042597,0.0,1.2
dsgdb9nsd_042597,0.0,1.8
dsgdb9nsd_006673,1.0,1.7
dsgdb9nsd_006673,1.0,0.9
dsgdb9nsd_006673,1.2,1.9
dsgdb9nsd_006673,1.0,1.6
dsgdb9nsd_006673,1.1,0.6
dsgdb9nsd_006673,0.9,1.4
dsgdb9nsd_006673,0.9,1.4
dsgdb9nsd_006673,1.0,1.1
dsgdb9nsd_006673,1.0,0.9
dsgdb9nsd_006673,1.0,0.9
dsgdb9nsd_006673,1.0,0.2
dsgdb9nsd_006673,1.0,0.9
dsgdb9nsd_006673,1.0,0.9
dsgdb9nsd_006673,1.0,0.8
dsgdb9nsd_006673,1.1,0.6
dsgdb9nsd_028786,0.5,1.5
dsgdb9nsd_028786,0.5,1.5
dsgdb9nsd_028786,0.5,1.4
dsgdb9nsd_028786,0.8,0.9
dsgdb9nsd_080112,0.5,1.7
dsgdb9nsd_080112,0.5,1.4
dsgdb9nsd_080112,0.5,1.3
dsgdb9nsd_080112,0.5,1.0
dsgdb9nsd_080112,0.5,1.0
dsgdb9nsd_080112,0.5,1.0
dsgdb9nsd_007634,1.2,1.7
dsgdb9nsd_007634,1.1,2.0
dsgdb9nsd_007634,0.9,1.9
dsgdb9nsd_007634,1.2,0.0
dsgdb9nsd_007634,1.2,1.9
dsgdb9nsd_007634,1.2,1.3
dsgdb9nsd_007634,1.2,1.0
dsgdb9nsd_007634,0.9,0.9
dsgdb9nsd_007634,0.9,1.9
dsgdb9nsd_007634,1.1,1.9
dsgdb9nsd_007634,0.9,1.9
dsgdb9nsd_007634,1.2,1.6
dsgdb9nsd_007634,1.2,1.9
dsgdb9nsd_007634,1.2,1.9
dsgdb9nsd_012349,1.0,1.8
dsgdb9nsd_012349,1.3,0.2
dsgdb9nsd_012349,0.8,1.8
dsgdb9nsd_012349,1.3,0.2
dsgdb9nsd_012349,0.8,1.8
dsgdb9nsd_012349,0.8,1.8
dsgdb9nsd_012349,0.8,0.0
dsgdb9nsd_012349,1.3,0.2
dsgdb9nsd_012349,0.8,1.8
dsgdb9nsd_012349,0.8,1.8
dsgdb9nsd_008396,0.0,0.3
dsgdb9nsd_008396,0.0,0.3
dsgdb9nsd_008396,0.0,0.6
dsgdb9nsd_008396,0.0,0.3
dsgdb9nsd_008396,0.0,0.3
dsgdb9nsd_008396,0.0,0.3
dsgdb9nsd_004031,0.0,1.0
dsgdb9nsd_004031,0.0,1.1
dsgdb9nsd_004031,0.0,0.9
dsgdb9nsd_004031,0.0,1.1
dsgdb9nsd_004031,0.0,1.1
dsgdb9nsd_004031,0.0,0.7
dsgdb9nsd_004031,0.0,1.1
dsgdb9nsd_000512,0.1,1.4
dsgdb9nsd_000512,0.1,1.4
dsgdb9nsd_000512,0.1,1.9
dsgdb9nsd_000512,0.1,1.9
dsgdb9nsd_000512,0.1,1.9
dsgdb9nsd_000512,0.1,1.5
dsgdb9nsd_000512,0.1,1.9
dsgdb9nsd_000512,0.1,1.9
dsgdb9nsd_000512,0.1,1.9
dsgdb9nsd_000512,0.1,1.5
dsgdb9nsd_000512,0.1,1.5
dsgdb9nsd_000512,0.1,1.9
dsgdb9nsd_001806,0.0,1.2
dsgdb9nsd_001806,0.0,1.3
dsgdb9nsd_001806,0.0,0.7
dsgdb9nsd_001806,0.0,1.1
dsgdb9nsd_001806,0.0,1.3
dsgdb9nsd_001806,0.0,1.2
dsgdb9nsd_001806,0.0,1.3
dsgdb9nsd_001806,0.0,1.3
dsgdb9nsd_001806,0.0,1.2
dsgdb9nsd_001806,0.0,1.1
dsgdb9nsd_001806,0.0,1.2
dsgdb9nsd_001806,0.0,1.2
dsgdb9nsd_001806,0.0,1.2
dsgdb9nsd_001806,0.0,1.3
dsgdb9nsd_001806,0.0,1.3
dsgdb9nsd_064743,0.0,1.6
dsgdb9nsd_051602,0.3,0.0
dsgdb9nsd_051602,0.8,0.8
dsgdb9nsd_051602,0.3,1.0
dsgdb9nsd_051602,2.0,1.0
dsgdb9nsd_051602,0.8,0.9
dsgdb9nsd_051602,1.2,1.9
dsgdb9nsd_051602,0.1,1.9
dsgdb9nsd_051602,1.2,1.0
dsgdb9nsd_051602,0.8,0.1
dsgdb9nsd_051602,0.0,1.1
dsgdb9nsd_051602,0.6,0.5
dsgdb9nsd_051602,0.8,0.1
dsgdb9nsd_051602,0.2,0.0
dsgdb9nsd_051602,1.5,2.0
dsgdb9nsd_051602,1.4,1.5
dsgdb9nsd_051602,0.8,0.1
dsgdb9nsd_051602,0.8,0.1
dsgdb9nsd_051602,0.8,1.7
dsgdb9nsd_051602,1.2,1.0
dsgdb9nsd_051602,1.3,0.2
dsgdb9nsd_051602,1.8,1.0
dsgdb9nsd_051602,0.8,1.6
dsgdb9nsd_051602,1.2,1.7
dsgdb9nsd_051602,0.8,1.6
dsgdb9nsd_051602,1.6,0.6
dsgdb9nsd_051602,0.5,1.7
dsgdb9nsd_003731,0.0,1.5
dsgdb9nsd_003731,0.0,1.5
dsgdb9nsd_003731,0.0,1.5
dsgdb9nsd_020927,1.1,0.6
dsgdb9nsd_020927,1.4,0.9
dsgdb9nsd_020927,1.1,1.3
dsgdb9nsd_020927,1.1,1.8
dsgdb9nsd_020927,1.1,1.6
dsgdb9nsd_020927,1.1,0.7
dsgdb9nsd_020927,1.3,0.2
dsgdb9nsd_020927,1.1,0.7
dsgdb9nsd_020927,1.1,1.9
dsgdb9nsd_020927,1.1,1.2
dsgdb9nsd_020927,0.5,1.7
dsgdb9nsd_020927,1.1,0.7
dsgdb9nsd_020927,1.1,0.6
dsgdb9nsd_001746,1.2,0.2
dsgdb9nsd_001746,1.2,1.3
dsgdb9nsd_001746,1.1,0.6
dsgdb9nsd_001746,1.4,0.2
dsgdb9nsd_001746,1.3,0.2
dsgdb9nsd_001746,1.2,0.2
dsgdb9nsd_001746,1.2,0.4
dsgdb9nsd_001746,1.4,0.2
dsgdb9nsd_001746,1.2,1.3
dsgdb9nsd_001746,1.2,1.3
dsgdb9nsd_001746,1.2,0.2
dsgdb9nsd_001746,1.2,0.2
dsgdb9nsd_001746,1.2,1.9
dsgdb9nsd_001746,2.0,0.2
dsgdb9nsd_001746,1.4,1.2
dsgdb9nsd_001746,1.2,0.2
dsgdb9nsd_001746,1.2,1.3
dsgdb9nsd_001746,1.7,0.2
dsgdb9nsd_001746,1.2,0.2
dsgdb9nsd_001746,1.7,0.3
dsgdb9nsd_001746,1.4,0.2
dsgdb9nsd_001746,1.2,0.2
dsgdb9nsd_016157,0.0,0.9
dsgdb9nsd_016157,0.0,0.9
dsgdb9nsd_016157,0.0,0.9
dsgdb9nsd_000681,1.2,1.3
dsgdb9nsd_000681,1.2,1.3
dsgdb9nsd_000681,1.0,1.6
dsgdb9nsd_000681,0.0,1.6
dsgdb9nsd_000681,1.2,1.3
dsgdb9nsd_000681,1.0,1.6
dsgdb9nsd_000681,1.0,1.6
dsgdb9nsd_000681,1.2,1.3
dsgdb9nsd_000681,1.0,1.6
dsgdb9nsd_000681,1.0,1.7
dsgdb9nsd_000681,1.0,1.2
dsgdb9nsd_000681,1.1,1.6
dsgdb9nsd_000681,1.2,1.3
dsgdb9nsd_000681,1.0,0.9
dsgdb9nsd_000681,1.0,1.6
dsgdb9nsd_000681,1.0,0.0
dsgdb9nsd_000681,1.0,1.6
dsgdb9nsd_000629,0.0,1.6
dsgdb9nsd_017127,1.1,1.3
dsgdb9nsd_017127,0.9,0.8
dsgdb9nsd_017127,1.2,1.9
dsgdb9nsd_017127,1.1,0.9
dsgdb9nsd_017127,1.1,0.6
dsgdb9nsd_017127,1.1,1.2
dsgdb9nsd_017127,1.1,0.7
dsgdb9nsd_017127,0.8,0.1
dsgdb9nsd_017127,0.8,0.1
dsgdb9nsd_017127,1.1,1.2
dsgdb9nsd_017127,1.1,0.6
dsgdb9nsd_017127,1.1,1.7
dsgdb9nsd_017127,1.1,1.2
dsgdb9nsd_013881,0.0,1.1
dsgdb9nsd_013881,0.0,0.9
dsgdb9nsd_013881,0.0,0.8
dsgdb9nsd_013881,0.0,1.1
dsgdb9nsd_007852,0.5,1.7
dsgdb9nsd_007852,0.5,1.7
dsgdb9nsd_007852,0.5,1.7
dsgdb9nsd_007852,0.5,1.7
dsgdb9nsd_007852,0.5,1.7
dsgdb9nsd_007852,0.5,1.7
dsgdb9nsd_007852,0.5,1.7
dsgdb9nsd_133863,0.2,0.5
dsgdb9nsd_133863,0.2,0.5
dsgdb9nsd_133863,0.2,0.5
dsgdb9nsd_133863,0.2,0.0
dsgdb9nsd_133863,0.2,0.0
dsgdb9nsd_133863,0.2,0.7
dsgdb9nsd_133863,0.2,0.4
dsgdb9nsd_133863,0.2,0.5
dsgdb9nsd_133863,0.2,0.5
dsgdb9nsd_028597,0.0,0.9
dsgdb9nsd_028597,0.0,1.2
dsgdb9nsd_028597,0.0,0.9
dsgdb9nsd_028597,0.0,0.9
dsgdb9nsd_037018,0.0,1.3
dsgdb9nsd_037018,0.0,1.3
dsgdb9nsd_037018,0.0,1.3
dsgdb9nsd_037018,0.0,1.3
dsgdb9nsd_037018,0.0,1.3
dsgdb9nsd_037018,0.0,1.3
dsgdb9nsd_003207,0.0,0.8
dsgdb9nsd_003207,0.0,0.7
dsgdb9nsd_003207,0.0,0.7
dsgdb9nsd_003207,0.0,0.7
dsgdb9nsd_003207,0.0,0.7
dsgdb9nsd_003207,0.0,0.7
dsgdb9nsd_003207,0.0,0.7
dsgdb9nsd_003454,0.5,1.3
dsgdb9nsd_028113,0.0,1.0
dsgdb9nsd_002154,0.0,1.8
dsgdb9nsd_002154,0.0,0.4
dsgdb9nsd_002154,0.0,2.0
dsgdb9nsd_002154,0.0,1.8
dsgdb9nsd_002154,0.0,1.8
dsgdb9nsd_002154,0.0,1.8
dsgdb9nsd_002154,0.0,1.8
dsgdb9nsd_002154,0.0,0.4
dsgdb9nsd_002154,0.0,1.8
dsgdb9nsd_002154,0.0,0.4
dsgdb9nsd_002154,0.0,1.8
dsgdb9nsd_000367,1.0,1.0
dsgdb9nsd_000367,1.0,1.3
dsgdb9nsd_000367,1.0,1.3
dsgdb9nsd_000367,1.0,1.3
dsgdb9nsd_000367,1.0,1.0
dsgdb9nsd_000367,1.0,1.3
dsgdb9nsd_000367,1.2,1.9
dsgdb9nsd_000367,1.2,1.7
dsgdb9nsd_000367,1.0,1.3
dsgdb9nsd_000367,1.2,1.7
dsgdb9nsd_000367,1.0,2.0
dsgdb9nsd_000367,0.5,1.7
dsgdb9nsd_000367,0.7,1.3
dsgdb9nsd_000367,1.0,1.3
dsgdb9nsd_000367,1.0,1.0
dsgdb9nsd_000367,1.0,2.0
dsgdb9nsd_000367,1.0,1.8
dsgdb9nsd_000367,1.0,1.3
dsgdb9nsd_000367,0.5,1.7
dsgdb9nsd_015814,0.0,1.2
dsgdb9nsd_015814,0.0,1.2
dsgdb9nsd_015814,0.0,1.0
dsgdb9nsd_015814,0.0,1.2
dsgdb9nsd_015814,0.0,1.2
dsgdb9nsd_127015,0.0,1.1
dsgdb9nsd_127015,0.5,1.4
dsgdb9nsd_127015,0.5,1.8
dsgdb9nsd_127015,0.5,1.4
dsgdb9nsd_127015,0.5,1.4
dsgdb9nsd_127015,0.4,1.4
dsgdb9nsd_127015,0.5,1.4
dsgdb9nsd_127015,0.5,1.4
dsgdb9nsd_127015,0.5,1.4
dsgdb9nsd_127015,0.5,1.4
dsgdb9nsd_127015,0.0,1.1
dsgdb9nsd_000309,1.5,1.6
dsgdb9nsd_000309,1.5,1.6
dsgdb9nsd_000309,1.2,1.6
dsgdb9nsd_000309,1.3,0.2
dsgdb9nsd_000309,1.2,1.6
dsgdb9nsd_000309,1.5,0.8
dsgdb9nsd_000309,1.4,1.6
dsgdb9nsd_000309,1.6,0.6
dsgdb9nsd_000309,1.6,0.6
dsgdb9nsd_000309,0.9,0.1
dsgdb9nsd_000309,1.5,0.5
dsgdb9nsd_000309,1.5,1.6
dsgdb9nsd_000309,1.5,1.6
dsgdb9nsd_000309,1.5,1.6
dsgdb9nsd_000309,1.0,0.6
dsgdb9nsd_000309,1.2,1.9
dsgdb9nsd_000309,1.5,1.7
dsgdb9nsd_000309,1.6,0.4
dsgdb9nsd_000309,1.5,0.0
dsgdb9nsd_000309,1.5,1.8
dsgdb9nsd_000309,1.5,0.2
dsgdb9nsd_000309,1.5,1.6
